Customer,Phone,Personnummer,BankAccount,Street,PostalCode,City
Hannah Gustafsson Jakobsson,032738927,590912-5550,SE8902CWGG49250440286257,Ängstorget 366,17798,Göteborg
Hannah Gustafsson Jakobsson,032738927,590912-5550,SE8902WZTY78877140572268,Ängstorget 366,17798,Göteborg
Doris Carlsson,08874898,451223-3471,SE8902LACW59549122762926,Genvägen 3,64307,Lidköping
Doris Carlsson,08874898,451223-3471,SE8902OGIR23428207822800,Genvägen 3,64307,Lidköping
Nova Kjellberg,0801790008,671225-1187,SE8902FFCY95333401231837,Stationsvägen 35,75446,Linköping
Nova Kjellberg,0801790008,671225-1187,SE8902BUUB70684057188314,Stationsvägen 35,75446,Linköping
Nova Kjellberg,0801790008,671225-1187,SE8902TEZZ10595111121627,Stationsvägen 35,75446,Linköping
Jennie Arvidsson,0851299446,631111-4174,SE8902QXXL08650991961519,Industrigatan 0,94230,Uppsala
Jennie Arvidsson,0851299446,631111-4174,SE8902GQAD77323256759071,Industrigatan 0,94230,Uppsala
Lina Blomkvist Helgesson,0865565947,741011-0774,SE8902KMRD06713970744337,Gengatan 77,33143,Karlstad
Maria Nordin,0885284065,390309-7446,SE8902GGVM41036620748091,Stationsvägen 0,29438,Alingsås
Maria Nordin,0885284065,390309-7446,SE8902FOBI10005828618756,Stationsvägen 0,29438,Alingsås
Susanne Sjögren,067739168,631020-2814,SE8902APMC92937900903172,Kyrkstigen 110,45010,Uppsala
Jonna Wiklund,080960132,850721-4495,SE8902HNSY33169866302829,Genvägen 13,46073,Karlskrona
Jonna Wiklund,080960132,850721-4495,SE8902RQNM94686024135916,Genvägen 13,46073,Karlskrona
Alma Svensson,0866250763,990402-8397,SE8902TXSH82999507978837,Kyrktorget 948,45932,Södertälje
Alma Svensson,0866250763,990402-8397,SE8902RATJ14504736298199,Kyrktorget 948,45932,Södertälje
Alma Svensson,0866250763,990402-8397,SE8902WQDQ90710651633977,Kyrktorget 948,45932,Södertälje
Alma Svensson,0866250763,990402-8397,SE8902XNVC89027044051893,Kyrktorget 948,45932,Södertälje
Therese Johansson,068243244,821220-2496,SE8902LNZG09887297010450,Granstigen 7,60793,Malmö
Sigrid Samuelsson,080593492,390220-2948,SE8902MJJU05220306140238,Villavägen 91,64912,Skellefteå
Alice Johansson,044609651,050329-2591,SE8902VPUM81969837191902,Skolgränd 86,30423,Trelleborg
Alice Johansson,044609651,050329-2591,SE8902QBZS75980360092144,Skolgränd 86,30423,Trelleborg
Betty Persson,059395796,021116-3951,SE8902IRET80983872349375,Industrigatan 5,20812,Halmstad
Joanna Andersson Johnson,0667124939,510203-9111,SE8902RFND18240718616184,Granvägen 607,49675,Lidingö
Gertrud Wahlberg,08240283,931224-0071,SE8902XNSP62301861969649,Furugatan 90,67459,Helsingborg
Gertrud Wahlberg,08240283,931224-0071,SE8902NOMU53996442028881,Furugatan 90,67459,Helsingborg
Gerd Holst,059031256,630615-2213,SE8902SNGW19711846882889,Kyrktorget 4,27871,Stockholm
Ulrika Blixt,022901616,750512-8194,SE8902BLNY30650799297988,Ekgatan 32,29235,Lidköping
Ulrika Blixt,022901616,750512-8194,SE8902RCMP67198715313709,Ekgatan 32,29235,Lidköping
Sonia Jakobsson,0467329296,351214-1205,SE8902BCJH45677202414984,Industritorget 02,18923,Luleå
Sonia Jakobsson,0467329296,351214-1205,SE8902JOAA73203338391811,Industritorget 02,18923,Luleå
Ingegerd Ottosson,030834495,531114-5873,SE8902PTQI05277402468840,Kvarnstigen 03,21996,Falun
Christina Jansson Boman,0852527040,760604-4704,SE8902VCGO21843909614852,Nytorget 92,27093,Eskilstuna
Angelina Eriksson Larsson,0658834236,650728-3643,SE8902DDDT67161166312580,Kyrkvägen 966,81708,Trollhättan
Angelina Eriksson Larsson,0658834236,650728-3643,SE8902ASEU46374988626527,Kyrkvägen 966,81708,Trollhättan
Olivia Persson,018122153,791120-5644,SE8902OUGZ49389646387563,Storstigen 58,40650,Borås
Nathalie Andersson,0844447489,670901-4283,SE8902XMSF03346539893576,Bäckgränd 45,81928,Gävle
Maria Nyman,036243264,780805-2190,SE8902GORN68994003453353,Idrottsvägen 960,81864,Landskrona
Maria Nyman,036243264,780805-2190,SE8902FCSV26977507325534,Idrottsvägen 960,81864,Landskrona
Maria Nyman,036243264,780805-2190,SE8902RXQC04091454093931,Idrottsvägen 960,81864,Landskrona
Elisabeth Larsson,073861210,041209-4120,SE8902KWBD56921885506215,Industritorget 3,37611,Trollhättan
Maria Nilsson,035135770,460704-8594,SE8902AUQD67157033620100,Skolstigen 4,47196,Umeå
Klara Nylander Ahmadi,0849075370,730624-4521,SE8902YPLL97549313922893,Grangatan 1,23465,Falun
Katarina Andersson,0894574189,970816-9066,SE8902ATDH36917846037146,Skolgränd 0,64691,Södertälje
Katarina Andersson,0894574189,970816-9066,SE8902ECCJ86383227351359,Skolgränd 0,64691,Södertälje
Katarina Andersson,0894574189,970816-9066,SE8902GVHN92964423897611,Skolgränd 0,64691,Södertälje
Inger Malmgren Ali,0237248620,530822-3378,SE8902PBJH90393502972632,Backvägen 08,14858,Västerås
Lillemor Lindfors Nyman,044105261,940413-2103,SE8902TURO07496760761316,Björkvägen 1,19711,Varberg
Liselott Eriksson,0883368388,570719-8890,SE8902PYVE63223607468293,Ringgatan 74,75485,Stockholm
Liselott Eriksson,0883368388,570719-8890,SE8902XXAF74151570423565,Ringgatan 74,75485,Stockholm
Kristin Nilsson,079434079,490116-1465,SE8902FQVQ38132937638029,Järnvägstorget 8,75638,Karlstad
Anette Eriksson,0319163286,421117-8456,SE8902HAYZ30931717835549,Furuvägen 58,40118,Malmö
Katarina Pedersen,0934774308,050405-2614,SE8902TCZM12187781824588,Industristigen 524,87918,Alingsås
Katarina Pedersen,0934774308,050405-2614,SE8902JUBX10521679094085,Industristigen 524,87918,Alingsås
Selma Lilja,085698429,390526-2642,SE8902IASU37111569398010,Ekgatan 8,48275,Falun
Selma Lilja,085698429,390526-2642,SE8902FGIY23117081354016,Ekgatan 8,48275,Falun
Selma Lilja,085698429,390526-2642,SE8902KLNQ25617997709976,Ekgatan 8,48275,Falun
Agneta Ahmed,0995704198,671006-6009,SE8902GYOU97729788286246,Skoltorget 540,31601,Alingsås
Gudrun Stenberg,081638393,841214-1296,SE8902LGDS93932200371895,Nygatan 0,54638,Örnsköldsvik
Katarina Nilsson,0467878041,060925-9098,SE8902IXLN09147641003463,Nyvägen 07,78590,Norrköping
Katarina Nilsson,0467878041,060925-9098,SE8902WQME16820619653293,Nyvägen 07,78590,Norrköping
Katarina Nilsson,0467878041,060925-9098,SE8902KSGB25510595835295,Nyvägen 07,78590,Norrköping
Marie Lundström,025441142,880817-1568,SE8902NRAS31362495279847,Parkstigen 4,79217,Växjö
Angelina Lindholm,0625872692,860106-4812,SE8902ZKCR38556369708361,Ängsstigen 21,35411,Västerås
Kerstin Lundqvist,073314700,980111-2799,SE8902RBSV68895772780848,Åkergatan 0,47104,Halmstad
Evelina Ibrahim,054319120,670116-8301,SE8902IKZC79179007095909,Järnvägsgränd 479,59107,Örnsköldsvik
Evelina Ibrahim,054319120,670116-8301,SE8902BNCT48612177889839,Järnvägsgränd 479,59107,Örnsköldsvik
Lilly Dahl,088381167,890624-2840,SE8902TDWF15245617438533,Gentorget 72,53184,Göteborg
Lilly Dahl,088381167,890624-2840,SE8902OSPT65036097285857,Gentorget 72,53184,Göteborg
Lilly Dahl,088381167,890624-2840,SE8902ANWR22887008474492,Gentorget 72,53184,Göteborg
Maryam Karlsson,037118003,380917-9272,SE8902XJAN35723200835220,Industrigränd 09,76811,Jönköping
Maryam Karlsson,037118003,380917-9272,SE8902FCJT75375914520219,Industrigränd 09,76811,Jönköping
Marie Lundell Olsson,004150072,490510-1459,SE8902OZBM53448690509013,Granvägen 1,33579,Norrköping
Anna Jonasson,08103017,710111-6791,SE8902EUHG64782205847802,Nytorget 1,48773,Piteå
Anna Jonasson,08103017,710111-6791,SE8902VPUI15502095985231,Nytorget 1,48773,Piteå
Anna Jonasson,08103017,710111-6791,SE8902JFLG01724285840236,Nytorget 1,48773,Piteå
Anna Jonasson,08103017,710111-6791,SE8902IDDI95912852862700,Nytorget 1,48773,Piteå
Anna Jonasson,08103017,710111-6791,SE8902YCCU23582343543594,Nytorget 1,48773,Piteå
Anna Jonasson,08103017,710111-6791,SE8902HADZ94831371615319,Nytorget 1,48773,Piteå
Ebba Åkesson,083001412,630729-3644,SE8902JVFU12272732120946,Kvarntorget 48,37424,Ängelholm
Kristina Olsson,0989276673,760406-5404,SE8902LYRU49405628277247,Parkgatan 1,28574,Sundsvall
Sarah Andersson,0813072978,420430-8151,SE8902TTXT03943566438167,Nystigen 0,12397,Östersund
Sarah Andersson,0813072978,420430-8151,SE8902BTKI53390685216432,Nystigen 0,12397,Östersund
Julia Jonasson,08409307,530921-2867,SE8902XBIN60287954526260,Trädgårdsvägen 277,45472,Linköping
Gertrud Mohammadi-Hosseini,077138068,900621-8300,SE8902OGIL87909531470185,Aspvägen 5,69037,Karlskoga
Gertrud Mohammadi-Hosseini,077138068,900621-8300,SE8902RWKL37240797745939,Aspvägen 5,69037,Karlskoga
Gertrud Mohammadi-Hosseini,077138068,900621-8300,SE8902ZQQX91042131747326,Aspvägen 5,69037,Karlskoga
Åsa Källström-Edström,08220688,670219-4314,SE8902XYVB77684435420465,Ringvägen 474,22370,Malmö
Iris Bäck,004911410,470722-7825,SE8902WOTL92806947118912,Parkstigen 37,51276,Trollhättan
Linnea Gustavsson,087108220,480729-3370,SE8902KMMG56349206484127,Grangränd 7,41214,Lidköping
Charlotte Werner-Olsson,019197400,400315-1315,SE8902DPEV86073624782716,Kyrkotorget 918,39385,Örebro
Nelly Andersson,089170995,651210-6565,SE8902WCUC03726382390092,Industrigatan 73,60267,Kalmar
Ella Wallin,096906218,891027-0126,SE8902FUAR93924916890637,Stationsvägen 7,28775,Uddevalla
Berit Lund,0212885894,360719-1347,SE8902XPHP30865499209335,Kyrkotorget 63,82634,Stockholm
Berit Lund,0212885894,360719-1347,SE8902XTMW65537920620819,Kyrkotorget 63,82634,Stockholm
Ann-Charlott Jeppsson-Danielsson,083091911,390528-0370,SE8902QASC32307460643773,Industrivägen 20,28536,Varberg
Lisbeth Jonsson-Österberg,0735811967,580424-2880,SE8902MEPG75869905095161,Storvägen 0,55698,Östersund
Lisbeth Jonsson-Österberg,0735811967,580424-2880,SE8902VWKO20169767635100,Storvägen 0,55698,Östersund
Elisabeth Vesterlund,010271660,840419-0962,SE8902SVEX40095531093926,Storvägen 2,84458,Lund
Ester Karlsson,0824141477,550907-9165,SE8902EKEC92166161424949,Björkvägen 30,91899,Västerås
Ester Karlsson,0824141477,550907-9165,SE8902KMID87590796935719,Björkvägen 30,91899,Västerås
Karin Dahl,0380297020,530830-8732,SE8902LSEC82086405777991,Industrivägen 3,30549,Skellefteå
Elisabet Berg,08363916,560806-9745,SE8902ALFN61867186946491,Furuvägen 380,83778,Linköping
Elisabet Berg,08363916,560806-9745,SE8902AAEJ67825986403885,Furuvägen 380,83778,Linköping
Elisabet Berg,08363916,560806-9745,SE8902AZXE66883467511248,Furuvägen 380,83778,Linköping
Britta Hermansson,0815511970,761217-5484,SE8902XARR24637715791113,Industrigatan 75,64479,Uddevalla
Kristina Bengtsson,094562234,801016-4898,SE8902AXSS75904959058026,Skogsvägen 49,37828,Landskrona
Kristina Bengtsson,094562234,801016-4898,SE8902NFJG83208273691327,Skogsvägen 49,37828,Landskrona
Therese Lindahl-Martinsson,0801366429,751230-8458,SE8902PQTC99238321979954,Parktorget 37,50950,Sundsvall
Therese Lindahl-Martinsson,0801366429,751230-8458,SE8902LEVI44801863486814,Parktorget 37,50950,Sundsvall
Emma Gustafsson,0283952509,010215-5330,SE8902YKLA01358484410445,Fabriksgränd 32,58024,Uddevalla
Emma Gustafsson,0283952509,010215-5330,SE8902EMIT82352727650511,Fabriksgränd 32,58024,Uddevalla
Emma Gustafsson,0283952509,010215-5330,SE8902OBNT50973876422839,Fabriksgränd 32,58024,Uddevalla
Jenny Karlsson Borg,027014299,360222-0778,SE8902SEYF48760878274175,Skogsgränd 17,74456,Stockholm
Marie Kvist Stark,0334047369,410919-5562,SE8902OVTP75889092553957,Villavägen 972,20515,Uppsala
Marie Kvist Stark,0334047369,410919-5562,SE8902FKHJ95461624405436,Villavägen 972,20515,Uppsala
Valborg Sundin,0740349670,930823-9459,SE8902KCYM07724798345050,Skolgränd 20,33385,Växjö
Valborg Sundin,0740349670,930823-9459,SE8902URSV28669190464010,Skolgränd 20,33385,Växjö
Valborg Sundin,0740349670,930823-9459,SE8902AJRJ35802643947946,Skolgränd 20,33385,Växjö
Sandra Sjöström,057758116,020829-7697,SE8902KJYB05100798381483,Nyvägen 77,14918,Lidingö
Sandra Sjöström,057758116,020829-7697,SE8902WYLP16417283310059,Nyvägen 77,14918,Lidingö
Sandra Sjöström,057758116,020829-7697,SE8902STXO91790409285299,Nyvägen 77,14918,Lidingö
Ann-Charlott Andersson Olofsson,0866505940,940521-7903,SE8902ZKJC38755928645078,Fabriksgränd 858,53153,Landskrona
Ann-Charlott Andersson Olofsson,0866505940,940521-7903,SE8902WOXH43586674611980,Fabriksgränd 858,53153,Landskrona
Ann-Charlott Andersson Olofsson,0866505940,940521-7903,SE8902BWKM27720380863718,Fabriksgränd 858,53153,Landskrona
Margareta Björk,054212809,390106-8696,SE8902CNUK05592418774943,Parktorget 227,22450,Lidingö
Margareta Björk,054212809,390106-8696,SE8902ZRRV53604198996393,Parktorget 227,22450,Lidingö
Margareta Björk,054212809,390106-8696,SE8902SIKL89762687070372,Parktorget 227,22450,Lidingö
Ingela Moberg,084638296,661229-4360,SE8902IQDI59898249098467,Industritorget 96,24007,Eskilstuna
Ingela Moberg,084638296,661229-4360,SE8902HNLH30212836252481,Industritorget 96,24007,Eskilstuna
Lovisa Lundin,025073892,481025-6307,SE8902MCRF20072685039505,Grantorget 0,52726,Nyköping
Lovisa Lundin,025073892,481025-6307,SE8902FQLC01698765585803,Grantorget 0,52726,Nyköping
Karin Blomqvist,0896263867,450426-9301,SE8902RIDV47368265699473,Björktorget 4,48236,Örebro
Inez Andersson Henriksson,08168250,881125-6802,SE8902LARY75915594710859,Skolgatan 5,66406,Västerås
Inez Andersson Henriksson,08168250,881125-6802,SE8902RYFQ25380828380867,Skolgatan 5,66406,Västerås
Freja Håkansson-Björkman,044416446,620721-3304,SE8902YFVN11147137534118,Trädgårdsstigen 408,13451,Uddevalla
Freja Håkansson-Björkman,044416446,620721-3304,SE8902VBSX39074781358158,Trädgårdsstigen 408,13451,Uddevalla
Freja Håkansson-Björkman,044416446,620721-3304,SE8902YCMC97452355623638,Trädgårdsstigen 408,13451,Uddevalla
Elisabeth Karlsson,0874623307,500730-9544,SE8902WOBG56284432759181,Trädgårdsstigen 97,73873,Skellefteå
Wilma Krantz,083304208,410213-4998,SE8902GZKC59110904284187,Storvägen 96,10979,Kalmar
Elisabet Karlsson,0260171749,460604-4008,SE8902HCFQ50732586147290,Strandvägen 72,73878,Växjö
Yvonne Ferm,08528194,921225-3513,SE8902IWUZ21139031383602,Björkstigen 191,89515,Karlskrona
Yvonne Ferm,08528194,921225-3513,SE8902DBZP90399205881070,Björkstigen 191,89515,Karlskrona
Ingegerd Hermansson,0812895744,810921-9520,SE8902BBDN08764843226603,Järnvägsgränd 3,77838,Skellefteå
Ingegerd Hermansson,0812895744,810921-9520,SE8902TDNJ81183782154357,Järnvägsgränd 3,77838,Skellefteå
Ingegerd Hermansson,0812895744,810921-9520,SE8902BPXN71817611233256,Järnvägsgränd 3,77838,Skellefteå
Wilma Andersson,0741447571,690715-3776,SE8902TKZA24932488770695,Aspstigen 08,16072,Karlskoga
Wilma Andersson,0741447571,690715-3776,SE8902IGWD35040860470840,Aspstigen 08,16072,Karlskoga
Viktoria Lindblom,045427593,980723-0439,SE8902UNRA52610184151556,Idrottsgatan 535,36903,Umeå
Sonja Törnqvist,0211996022,700316-2802,SE8902OEUK98732816702347,Storstigen 43,78682,Luleå
Malin Emanuelsson,069470054,540618-7228,SE8902MPBO87772633723937,Strandgatan 70,22530,Borås
Malin Emanuelsson,069470054,540618-7228,SE8902SVVA72606563438599,Strandgatan 70,22530,Borås
Malin Emanuelsson,069470054,540618-7228,SE8902CTOV92367944039255,Strandgatan 70,22530,Borås
Malin Emanuelsson,069470054,540618-7228,SE8902SCUS02208585217420,Strandgatan 70,22530,Borås
Alice Carlsson,0051247823,741111-0344,SE8902ONYK29813236113604,Ringgatan 502,91970,Trelleborg
Diana Bohlin,026000284,880919-9121,SE8902RNTE90201112878494,Storvägen 39,12909,Norrköping
Diana Bohlin,026000284,880919-9121,SE8902GSWE68166162519198,Storvägen 39,12909,Norrköping
Lilly Martinsson Andersson,0871902293,720527-0692,SE8902GYZA91851265600454,Parktorget 11,64739,Alingsås
Ann-Christin Johansson,092498260,710304-5667,SE8902SJTM65462604716724,Bäckvägen 121,30949,Trollhättan
Ann-Christin Johansson,092498260,710304-5667,SE8902RPNT79114466986103,Bäckvägen 121,30949,Trollhättan
My Ahmed,099426872,861208-3793,SE8902FPRI18674591891178,Skolgatan 104,29742,Örebro
My Ahmed,099426872,861208-3793,SE8902UXKG57479907330381,Skolgatan 104,29742,Örebro
Mona Ek,057253651,821203-1432,SE8902FWHV93976568931219,Åkervägen 861,22665,Västerås
Caroline Jonsson,061871569,420716-3587,SE8902RMLX84077931088026,Kyrktorget 2,24326,Ängelholm
Ulrika Holmström,096987930,651218-8118,SE8902EDDF98370611345966,Gengatan 7,85775,Södertälje
Ulrika Holmström,096987930,651218-8118,SE8902XMAM56827677889061,Gengatan 7,85775,Södertälje
Michelle Andersson,0865966215,960712-5987,SE8902TMKE53720750940968,Kyrkgatan 5,36815,Borlänge
Nina Holm,0818111760,361103-9037,SE8902JHMA69643058655073,Kyrktorget 1,18163,Lund
Malin Nyman,016867852,660909-1084,SE8902ZTNG40351896769345,Strandgatan 4,60172,Norrköping
Ebba Malmberg-Pettersson,0838760230,670319-8652,SE8902ZJJF79585810673366,Trädgårdstorget 4,61895,Växjö
Maya Johansson,016850038,821214-2049,SE8902IWYC64669423845053,Ringtorget 0,80200,Norrköping
Maya Johansson,016850038,821214-2049,SE8902WNIP57815146708414,Ringtorget 0,80200,Norrköping
Maya Johansson,016850038,821214-2049,SE8902EZER13441070597944,Ringtorget 0,80200,Norrköping
Evy Lövgren,0867507028,611015-7465,SE8902PXCX96170096954134,Ringvägen 1,15172,Trelleborg
Evy Lövgren,0867507028,611015-7465,SE8902LIKB41550652178852,Ringvägen 1,15172,Trelleborg
Freja Hellström,0816414970,570924-4312,SE8902GDTV65148682209789,Ringvägen 521,84969,Helsingborg
Lilian Larsson,085140338,060130-5568,SE8902SRDG63581614639448,Parkstigen 63,63164,Örebro
Alva Larsson,0887762807,051024-2373,SE8902XWOG93876385265449,Storgatan 84,63907,Nyköping
Alva Larsson,0887762807,051024-2373,SE8902SVTA51705365680131,Storgatan 84,63907,Nyköping
Mona Åkesson,08998167,030411-1388,SE8902JFUD24261264737631,Skogsvägen 34,51889,Östersund
Mona Åkesson,08998167,030411-1388,SE8902TRFM79815586179217,Skogsvägen 34,51889,Östersund
Mona Åkesson,08998167,030411-1388,SE8902EFNV74784664776562,Skogsvägen 34,51889,Östersund
Astrid Andersson Westberg,0340715274,920529-8475,SE8902RCRK00671714230376,Trädgårdsgatan 86,80229,Trollhättan
Astrid Andersson Westberg,0340715274,920529-8475,SE8902LQPT91446488103734,Trädgårdsgatan 86,80229,Trollhättan
Marie Olsen,0820726714,451129-2460,SE8902ZMIE92280783818806,Kyrkgatan 1,83212,Kristianstad
Christina Dahl,083852429,731115-2727,SE8902PJBO20718804604298,Parkstigen 00,80634,Alingsås
Rut Flink,0238954493,900710-1026,SE8902RUFS60316465651336,Skolgränd 207,64108,Uppsala
Rut Flink,0238954493,900710-1026,SE8902BXQI23685027971551,Skolgränd 207,64108,Uppsala
Emilia Eriksson-Hedlund,066523246,780330-8308,SE8902JXEZ02627245746002,Skolgatan 191,33671,Lund
Emilia Eriksson-Hedlund,066523246,780330-8308,SE8902NMLM36956633220058,Skolgatan 191,33671,Lund
Emilia Eriksson-Hedlund,066523246,780330-8308,SE8902WABA80671991745830,Skolgatan 191,33671,Lund
Anna Larsson,0546126467,500117-5636,SE8902GSZH91391621188990,Ekgatan 543,93609,Södertälje
Helen Arvidsson,025826217,740616-6020,SE8902XEKA11659742485329,Ekvägen 761,82913,Ängelholm
Alicia Persson,028314501,350706-8579,SE8902QJYU26909657286044,Villagränd 7,49881,Kristianstad
Beata Backlund,054734768,931004-0325,SE8902MQJP11380705638246,Idrottsvägen 7,36212,Skövde
Thea Lindquist,086923566,940210-9509,SE8902KFFK50136015318581,Industrivägen 93,64836,Kalmar
Thea Lindquist,086923566,940210-9509,SE8902NWBH42139231276122,Industrivägen 93,64836,Kalmar
Thea Lindquist,086923566,940210-9509,SE8902HHVE14882891293350,Industrivägen 93,64836,Kalmar
Katarina Hermansson,0931058491,010207-2535,SE8902RLTH03632662634887,Villavägen 04,93131,Umeå
Katarina Hermansson,0931058491,010207-2535,SE8902MYOF67830605702784,Villavägen 04,93131,Umeå
Jenny Hagström,016397914,001003-9907,SE8902PSFY01211467765419,Skolstigen 479,84620,Norrköping
Gunilla Danielsson,004834481,620521-9089,SE8902NCHQ05383241398951,Villavägen 538,99769,Skellefteå
Rosa Rosengren Vikström,020135283,671206-3400,SE8902BADO65968898453667,Nytorget 9,10127,Karlskrona
Marie Hosseini,08100408,040413-9156,SE8902BIRC46206283725522,Stortorget 060,79596,Jönköping
Alva Blixt,006274169,560130-1566,SE8902QVRD43136737091818,Björkvägen 0,63134,Borlänge
Mona Nordqvist-Jonsson,0837538743,730524-7251,SE8902YBUM91649266178467,Skogsvägen 0,11888,Nyköping
Mona Nordqvist-Jonsson,0837538743,730524-7251,SE8902XPKO29440306068239,Skogsvägen 0,11888,Nyköping
Mona Nordqvist-Jonsson,0837538743,730524-7251,SE8902SAUK38756106548184,Skogsvägen 0,11888,Nyköping
Greta Arvidsson,088536623,530610-3549,SE8902PRHA61506657906077,Kvarngatan 8,45171,Trelleborg
Maria Nyström,0028643455,940612-8737,SE8902FWBT85916441228504,Skolgatan 6,30071,Borås
Maria Nyström,0028643455,940612-8737,SE8902LUYC21483942556730,Skolgatan 6,30071,Borås
Margareta Johansson,0334313284,950709-3822,SE8902CKQN72795971469366,Skolgatan 047,97104,Östersund
Margareta Johansson,0334313284,950709-3822,SE8902TVFH53282057943154,Skolgatan 047,97104,Östersund
Margareta Johansson,0334313284,950709-3822,SE8902UTXQ46186994218835,Skolgatan 047,97104,Östersund
Margareta Johansson,0334313284,950709-3822,SE8902BCGB09402639721004,Skolgatan 047,97104,Östersund
Greta Persson-Jönsson,022738010,820604-3583,SE8902QCUD22504040792723,Åkergatan 7,96228,Kristianstad
Erika Oskarsson,0221840171,370902-0154,SE8902XFEK65570601507823,Skolvägen 01,56393,Västerås
Kristina Hägglund,0899184915,441022-8888,SE8902CHPG90425118808478,Strandgatan 02,52242,Lidköping
Kristina Hägglund,0899184915,441022-8888,SE8902HXLB10149156679316,Strandgatan 02,52242,Lidköping
Kristina Hägglund,0899184915,441022-8888,SE8902PCFY59781759139715,Strandgatan 02,52242,Lidköping
Margareta Schmidt,0810449856,730310-5568,SE8902NIFB25528008124700,Granvägen 15,85311,Sandviken
Margareta Schmidt,0810449856,730310-5568,SE8902TMSX38474464548691,Granvägen 15,85311,Sandviken
Eva Karlsson Håkansson,004292380,390202-9028,SE8902RYXO33562941610360,Industrigatan 9,91127,Halmstad
Eva Karlsson Håkansson,004292380,390202-9028,SE8902YWQH50779746486712,Industrigatan 9,91127,Halmstad
Eva Karlsson Håkansson,004292380,390202-9028,SE8902TOSX14314674232363,Industrigatan 9,91127,Halmstad
Anna Ström,039431708,541030-7333,SE8902DJPX89629848207656,Storvägen 477,27289,Luleå
Maryam Forsberg,08967613,841210-2538,SE8902QYUK75923058440099,Bäckgatan 8,56136,Halmstad
Maryam Forsberg,08967613,841210-2538,SE8902GXKS66714923613080,Bäckgatan 8,56136,Halmstad
Matilda Thorén,024247050,610817-9885,SE8902TBKW34062991571482,Ängsvägen 72,29962,Ängelholm
Agneta Lundin,085181951,410404-6919,SE8902KASG36290465086408,Järnvägsgatan 043,31561,Stockholm
Agneta Lundin,085181951,410404-6919,SE8902FMGF16921362391617,Järnvägsgatan 043,31561,Stockholm
Agneta Lundin,085181951,410404-6919,SE8902SUPU22107368286746,Järnvägsgatan 043,31561,Stockholm
Agneta Lundin,085181951,410404-6919,SE8902CUMA73016131740531,Järnvägsgatan 043,31561,Stockholm
Beatrice Wall Sjöberg,073938338,480221-2193,SE8902YULJ56180665771621,Järnvägstorget 3,60378,Falun
Beatrice Wall Sjöberg,073938338,480221-2193,SE8902YIXR29588609244770,Järnvägstorget 3,60378,Falun
Nicole Berggren,0923587772,500226-1625,SE8902SBKV17928186427622,Ängsgatan 9,93491,Lidköping
Nicole Berggren,0923587772,500226-1625,SE8902YREH60256445948405,Ängsgatan 9,93491,Lidköping
Nicole Berggren,0923587772,500226-1625,SE8902GZAO49226888899471,Ängsgatan 9,93491,Lidköping
Nicole Berggren,0923587772,500226-1625,SE8902CDUU61660929189479,Ängsgatan 9,93491,Lidköping
Marit Frisk,0883471556,800402-6905,SE8902QDDZ01493266009705,Villavägen 035,26090,Motala
Maria Pettersson,08730822,770715-4147,SE8902MSKS70942503348697,Villavägen 27,57891,Örebro
Maria Pettersson,08730822,770715-4147,SE8902KOWL19108099243979,Villavägen 27,57891,Örebro
Inger Söderlund,085775856,440603-3151,SE8902UHPN71937885399066,Trädgårdsvägen 8,55663,Lund
Barbro Svensson-Hosseini,0809243308,831029-2936,SE8902KIPZ83378012088513,Fabriksstigen 73,62566,Malmö
Barbro Svensson-Hosseini,0809243308,831029-2936,SE8902YZWC23724318974586,Fabriksstigen 73,62566,Malmö
Barbro Svensson-Hosseini,0809243308,831029-2936,SE8902AMRJ75051497335013,Fabriksstigen 73,62566,Malmö
Mila Larsson,0340969926,070119-5604,SE8902PFUA65955298845159,Storvägen 744,55763,Jönköping
Mila Larsson,0340969926,070119-5604,SE8902DNVY67349092911659,Storvägen 744,55763,Jönköping
Linnea Ekberg,0879741904,050313-8067,SE8902QBFU77974903239810,Skogsgatan 9,24472,Södertälje
Marie Karlsson,067095806,030330-5338,SE8902NBJB19095650975525,Nyvägen 366,29309,Eskilstuna
Louise Rask,08276667,460319-8310,SE8902IACG54044232519044,Skolstigen 09,96709,Varberg
Louise Rask,08276667,460319-8310,SE8902NKXR00859309312215,Skolstigen 09,96709,Varberg
Karin Lindholm,0001310983,661105-0391,SE8902PFCZ88971783919966,Ekvägen 7,23011,Umeå
Karin Lindholm,0001310983,661105-0391,SE8902IQAS41209315371860,Ekvägen 7,23011,Umeå
Marie Ågren,08816231,810417-8192,SE8902HEMI79004079416247,Industritorget 18,23510,Eskilstuna
Yvonne Lindblom,011646556,880721-1449,SE8902LFOG32831877730656,Industrigatan 194,93595,Lund
Yvonne Lindblom,011646556,880721-1449,SE8902TJON16189488376725,Industrigatan 194,93595,Lund
Yvonne Lindblom,011646556,880721-1449,SE8902NXQN75553814880916,Industrigatan 194,93595,Lund
Filippa Andersson,0897903734,910425-0569,SE8902AOEI11888157159723,Furugatan 6,92612,Stockholm
Margit Nilsson Petersson,071516974,370824-9903,SE8902MIDF11176460973267,Nytorget 975,70910,Uppsala
Christina Isaksson,0808220444,501222-6584,SE8902XAJW53043482546967,Åkerstigen 05,52786,Uddevalla
Elisabet Andersson-Nyberg,076991870,600918-0651,SE8902XWUV40935991476872,Stationsstigen 77,95479,Skellefteå
