transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,amount_sek
9a98fd81-e70d-4891-a474-420e723a6646,2025-07-28 02:42:00,17196.47,SEK,SE8902YCCU23582343543594,GB94HYJJ44278045558306,,Mölndal,Island,Port Sól,incoming,Freelance project payment,0.0
71f8000e-204e-4631-a54f-f547f228594f,2025-04-04 00:38:00,23687.26,SEK,SE8902YXRL88472345282788,GB17DIVH96937838147014,,Uppsala,Sweden,Sandviken,outgoing,Reimbursement for travel,0.0
f384aac3-b94c-4f95-9f3d-e304858cb33a,2025-03-23 04:09:00,49194.02,SEK,SE8902OYAH39744900512609,GB09IGZI56238978957751,Sweden,,Haiti,North Joseph,outgoing,Consulting fee,0.0
3f957ca9-bb85-4bee-be16-441d91e9ae94,2025-02-22 00:06:00,27144.89,SEK,GB78WYBN59052625264750,SE8902XNTB41827621868449,,Linköping,Sweden,Göteborg,incoming,Online purchase,0.0
0312d734-9567-47da-b8d0-1f426fb98ff3,2025-04-08 06:51:00,49821.59,SEK,SE8902VMHX62709096665480,GB30FKGA59507655139583,Sweden,Linköping,,Alingsås,incoming,Rent transfer,0.0
a5876001-0d3d-4dd2-a02a-fadbeff4d09f,2025-01-07 10:50:00,689.94,SEK,GB78YVKN37215626777630,SE8902ZZNR41237043450267,Sweden,,Sweden,Motala,outgoing,Consulting fee,0.0
7081a0fd-f81e-475b-927a-4ffc113fe069,2025-02-16 09:33:00,17325.0,SEK,SE8902TDQR72645888062798,GB55ALUK93700872591333,,Karlstad,Estonia,Lake Peeter,incoming,Tax refund,0.0
17f13c6c-dcbd-4fcf-b852-a74c7b7e48cd,2025-01-16 07:56:00,825.41,SEK,SE8902RFKG13034824351836,GB33MIIW73607097929625,Sweden,Eskilstuna,,Lidingö,incoming,Mobile recharge,0.0
7a709227-4de3-4b8f-b66a-384bcddb2236,2025-04-14 21:30:00,40579.85,SEK,SE8902DGXX88147139459340,GB05EBBM62185850384249,Sweden,Karlskoga,Burundi,,incoming,Mobile recharge,0.0
3a501919-bfc4-40a4-af5a-6682af385625,2025-02-12 13:39:00,41431.64,SEK,SE8902KWBD56921885506215,GB73PGKV46162667031954,,Trelleborg,Sweden,Skövde,incoming,Payment for invoice #2788,0.0
78be84b1-b5ab-4d29-9b43-fc4f6b80714f,2025-01-14 07:32:00,24952.49,USD,GB04UMIG78331608695211,SE8902DQYM36490908630376,,Chaseborough,Sweden,Örnsköldsvik,incoming,Rent transfer,256835.98
e24bab52-833e-480e-b31e-b82fb359d809,2025-02-15 18:41:00,37672.52,SEK,SE8902NLPV05101680537537,GB03BPTN31958335391729,Sweden,Sundsvall,,East Daryl,incoming,Subscription fee,0.0
8c888d6d-985d-4382-a6db-6c2cc4b4fe3c,2025-03-07 07:52:00,15617.08,SEK,SE8902BTSC01483794930785,GB37NAJS81912520373681,,Karlstad,Sweden,Norrköping,incoming,Insurance payout,0.0
c6ca8d31-3071-4d5c-bc7a-e7e5d450ad6c,2025-01-26 14:22:00,16917.31,USD,GB07ZLDU12856234290551,SE8902WYLP16417283310059,Niger,,Sweden,Linköping,outgoing,Reimbursement for travel,174129.87
12ee9c8e-3c15-4563-8824-e11ba0cb51f6,2025-02-10 13:34:00,23966.18,JPY,GB09TASL32595706332878,SE8902TEYP63912424658963,Japan,横浜市神奈川区,Sweden,,outgoing,Rent transfer,1581.77
aa368de8-23d1-45f8-b222-d2438c536da3,2025-01-24 04:03:00,1024.99,SEK,SE8902LUGA16653984392162,GB59OEPK71490248996500,Sweden,,Sweden,Växjö,outgoing,Consulting fee,0.0
85474e6d-e613-47be-b2fc-64a0a4f105ef,2025-05-04 20:10:00,18333.52,SEK,SE8902RCJB06422384154874,GB85PLCS95402983242114,Sweden,Göteborg,Comoros,,outgoing,,0.0
8f2bec16-09d6-4a59-9acb-db160dbcf7b7,2025-05-03 15:55:00,23009.32,SEK,SE8902YMWM67923221263529,GB16GVNP20975865356736,Sweden,Borlänge,,Ängelholm,incoming,Freelance project payment,0.0
33717232-8041-41ef-8ba4-290738d3d39b,2025-02-28 01:35:00,44129.24,SEK,SE8902BADP38378986803145,GB24SUMU75013792431666,Sweden,Norrköping,,Aguilarmouth,outgoing,Payment for invoice #3561,0.0
867f9f35-b5cf-4616-bd07-4ebca91fd290,2025-04-21 21:39:00,44424.17,SEK,SE8902YCMH62501138405727,GB46PLWM76353449599301,Sweden,Halmstad,,Płock,incoming,,0.0
70175109-3563-402d-8772-b3ed01f49d51,2025-03-17 23:55:00,13767.11,SEK,GB13XRLB38634103736657,SE8902UBER10237927754278,Sweden,Luleå,Sweden,,incoming,Freelance project payment,0.0
7b5cd832-d1aa-4f99-b102-0f451e08bd8f,2025-01-02 04:19:00,8891.54,SEK,SE8902ECCJ86383227351359,GB84BBAS20479060391568,,Lidingö,Sweden,Mölndal,incoming,Tax refund,0.0
f4d82738-d9de-44a6-a2ec-4cf74e8a92a3,2025-02-18 10:20:00,26154.16,SEK,SE8902BRIL75914384755151,GB46QPQE52320065716730,,Uppsala,Sweden,Lidköping,outgoing,,0.0
af59a1b8-0c37-46b0-8594-50b9974f83af,2025-02-23 12:56:00,6470.53,SEK,SE8902MQQY51782698732487,GB49WLQL92401293007107,Sweden,Uppsala,,Donnafurt,outgoing,Loan repayment,0.0
aec8b53d-6740-4aad-8b3a-35078cb6e0ef,2025-03-14 08:20:00,5078.56,SEK,SE8902XUYH86436254539837,GB81ANLT28936291488579,Sweden,Kalmar,Kuwait,,outgoing,Consulting fee,0.0
af188125-819e-4185-a292-bd19a5c539b0,2025-02-20 21:11:00,24920.75,SEK,SE8902KWSP63038857977275,GB96YGEZ77106545334421,Sweden,Jönköping,,Romeroside,incoming,Gift to family member,0.0
e04eaaea-96bf-4adb-8f1c-4b9885c7cf65,2025-04-05 21:40:00,41779.15,SEK,SE8902WSOG82520529247442,GB68NBDK30842003327535,Sweden,Borås,,Falun,outgoing,Mobile recharge,0.0
742c2437-5700-4fa9-ae89-9a67efbb57d5,2025-02-14 13:44:00,6862.97,USD,GB96WUHB29647828589065,SE8902UTKC76119475507073,Estonia,South Meelis,,Uddevalla,incoming,Consulting fee,70640.55
c474735c-4da1-4c2c-ba7f-669d6a695618,2025-01-09 20:59:00,38521.96,SEK,GB77UAUM48748637203687,SE8902VCGO21843909614852,,Trelleborg,Sweden,Norrköping,outgoing,Loan repayment,0.0
a78b05a4-0ea9-41b9-a98d-38fa06f15f3f,2025-02-04 22:00:00,2206.78,SEK,SE8902GZRH81686967761778,GB24IJGZ92859681309477,Sweden,,Sweden,Uddevalla,outgoing,Subscription fee,0.0
2c1c0dac-9b21-49a7-9290-530688791f76,2025-02-19 01:19:00,26393.78,SEK,GB97RIXN94996988833741,SE8902ORAT65143572227414,Sweden,,Sweden,Lidköping,outgoing,,0.0
a230e2d8-2339-43b7-bcb3-517002e959ee,2025-04-27 16:25:00,1213.17,SEK,GB93JJVI72361525587909,SE8902JFUD24261264737631,Sweden,,Sweden,Uppsala,outgoing,Utility bill,0.0
f699b25a-d021-466a-b377-9ebcdb490958,2025-04-27 00:32:00,19460.25,SEK,SE8902EBQG46394645816502,GB53HTMK54549987548255,Sweden,,Sweden,Alingsås,outgoing,,0.0
b1cae388-be5f-48d8-b191-2abe9b26e743,2025-05-15 05:53:00,16190.55,USD,GB77FTHJ11359132275350,SE8902FAAO97542766702624,Cook Islands,Christopherburgh,Sweden,,outgoing,,166649.33
9ecbc504-19b6-4ba3-8b74-6b29c7b0ef44,2025-03-16 04:43:00,35640.77,SEK,GB94BXCT30109688187661,SE8902YBPA06747616365238,Sweden,,Sweden,Falun,outgoing,Freelance project payment,0.0
b3f75e4a-4ed5-4e6a-b3a8-032003cc3d73,2025-04-25 22:02:00,34219.0,USD,GB09ANUD00593702479423,SE8902OGIL87909531470185,Island,Ástgeirfurt,Sweden,,outgoing,Consulting fee,352216.17
9c9653b5-9337-4680-b2e9-b9e3811d7f85,2025-02-23 19:35:00,28557.42,USD,GB52WWTG81494717517542,SE8902ZRZI47417483372579,United States Virgin Islands,Hannachester,Sweden,,outgoing,Consulting fee,293941.52
676504c7-4690-483a-92e9-7db79221468d,2025-05-11 13:59:00,6937.62,USD,GB78UUSX65896726689009,SE8902MMNV35784660404948,Marshall Islands,West Jillianton,Sweden,,incoming,Utility bill,71408.92
c60f480b-74fb-4018-b9c5-580bb0397052,2025-03-22 22:15:00,7518.83,SEK,SE8902SPLV55493875690484,GB98GLCJ22423223284512,,Sundsvall,Croatia,West William,incoming,Payment for invoice #9221,0.0
6c42cdcd-475b-4b78-b877-8da99c5df1b1,2025-01-14 15:10:00,45146.06,SEK,GB62HWOS38560347477587,SE8902TKRB93799625518098,Sweden,Eskilstuna,Sweden,,incoming,Salary payment,0.0
f26eec98-2d37-412f-ba5e-04686a02b7f1,2025-02-22 02:18:00,17638.42,SEK,GB08UNSR08237332836229,SE8902NIFB25528008124700,Sweden,,Sweden,Uppsala,incoming,Utility bill,0.0
4e204e67-cfdb-442b-ab6e-e6eb8e1130a4,2025-02-11 18:35:00,11744.51,EUR,GB30ZFPH90921876890882,SE8902JFQL02168511886094,Germany,Northeim,Sweden,,outgoing,,136334.97
fe9233cf-ac6e-49ff-976b-eb2e7138a3e9,2025-04-20 07:09:00,32300.67,USD,GB19QWYD06623357920260,SE8902VXSM52634787408878,Estonia,Andresberg,,Uppsala,incoming,Utility bill,332470.8
c2ae5726-7613-4b54-8d1b-0755a29c3fb1,2025-01-09 11:43:00,3749.51,SEK,GB59YCYN49580020393662,SE8902ZXBS27847759587560,Sweden,Varberg,,Lidingö,incoming,Tax refund,0.0
5ab8dc47-abaf-49f0-92ed-df45c82e281f,2025-03-07 22:35:00,37862.54,SEK,GB23WTTX52673169790266,SE8902BCGB09402639721004,Sweden,,Sweden,Uddevalla,incoming,Mobile recharge,0.0
8f8012d8-094c-4bae-adf6-5a8297bbab77,2025-01-22 18:45:00,31993.32,SEK,GB38YZGR54291999507281,SE8902AEAH33465529509698,,Stockholm,Sweden,Södertälje,outgoing,Subscription fee,0.0
b772e78d-e714-4870-9aea-7f2bddfd4db6,2025-04-20 21:53:00,44971.14,SEK,GB67NXMQ96515573678860,SE8902ARJI52424267786590,,Lidköping,Sweden,Växjö,outgoing,Freelance project payment,0.0
7a1c617e-dfca-4967-9c6c-75370f1b5588,2025-01-14 23:00:00,25428.44,SEK,SE8902UGGW38274485777478,GB11WMTA44343824051678,Sweden,Skövde,Liberia,,incoming,Salary payment,0.0
8e36a4e7-52f6-4e04-847e-c70b35e6faa9,2025-03-03 17:00:00,25140.04,SEK,GB43WBZN31713583140754,SE8902FHHP30665400671103,Sweden,Östersund,,Örebro,incoming,Consulting fee,0.0
c48bd4ed-080d-4705-8531-825c8f79afc8,2025-05-17 09:08:00,11227.8,SEK,GB82TVLN52551926687456,SE8902RLHG01713064216795,Sweden,,Sweden,Sundsvall,outgoing,,0.0
ba8c3097-ef4b-4ed8-a6bc-6d739cf6c6c0,2025-02-20 08:15:00,10717.33,USD,GB61RZQR32882046679365,SE8902ORRS48118816092087,Kyrgyz Republic,,Sweden,Linköping,incoming,Loan repayment,110313.48
351c8120-f91c-4161-8da4-e4dc5c9eafd1,2025-04-09 04:53:00,2097.93,SEK,SE8902XYWW06047880682425,GB44WYOP82235880133017,Sweden,Umeå,,Alexandrabury,outgoing,Mobile recharge,0.0
4f9b12c0-f92d-4adf-bcd9-a26282bac8ea,2025-02-20 15:06:00,32305.8,USD,GB10ZLUB88063488795731,SE8902UZPG07009538779616,Belize,Lake Kathrynview,,Mölndal,incoming,Payment for invoice #8831,332523.6
885c5c2d-5391-45fb-a4f2-23872b1f895e,2025-03-06 22:10:00,3598.68,SEK,GB60CVTW99510912916753,SE8902RMGJ56941789044857,Sweden,,Sweden,Lund,incoming,,0.0
9a80e1fd-fec9-4b54-88a5-c87d8670491f,2025-04-09 08:52:00,29075.62,SEK,SE8902WZEL99650586037049,GB15EZOW14310083509842,Sweden,Trollhättan,,Mölndal,incoming,Subscription fee,0.0
b30369f6-55ea-49ac-9669-940cb4720b97,2025-02-18 00:08:00,38487.44,SEK,SE8902XMPH01266253886729,GB62OMHI64943065861192,,Uddevalla,Sweden,Uddevalla,incoming,Gift to family member,0.0
f249fd51-8482-47d1-8a85-4a566f44e348,2025-04-18 20:26:00,14416.93,SEK,SE8902ABDS01701364961907,GB70XZUT83950837025863,Sweden,Göteborg,,Luleå,incoming,Salary payment,0.0
062e9251-b678-497c-ab75-3e50a46f6a39,2025-04-29 11:00:00,14362.9,SEK,GB32XTKR68726546950495,SE8902EHTP72915274751435,,Malmö,Sweden,Alingsås,incoming,Online purchase,0.0
1b5fbd3d-a763-47f8-baaa-98d21c81513b,2025-05-10 00:07:00,48354.19,SEK,SE8902RXPZ64193650870827,GB53YHPS72490496925682,Sweden,Piteå,,Maddenstad,incoming,Salary payment,0.0
1b8f66af-82d5-4c62-80bd-472eb8ddae81,2025-02-28 21:42:00,14232.34,SEK,GB13JANQ86574683532909,SE8902MPBO87772633723937,Sweden,,Sweden,Sandviken,incoming,Tax refund,0.0
9cc654f2-428d-498f-9a4f-f007b4e1b232,2025-01-01 08:52:00,7278.98,SEK,SE8902NMLM36956633220058,GB75QPAJ87666854734401,Sweden,,Sweden,Halmstad,outgoing,Subscription fee,0.0
dcb7e735-aed8-4117-bc93-7dd8e8ba560b,2025-01-25 03:50:00,8297.99,SEK,SE8902ROXJ87709608865856,GB58QMSF94500242272343,Sweden,Mölndal,,Järvenpää,incoming,Payment for invoice #4270,0.0
0b9445f9-7e8a-444b-b9bc-b8e34f9e89fc,2025-04-16 06:46:00,34977.84,SEK,GB81AHJX75185394165660,SE8902MCEV93618355713025,Sweden,,Sweden,Trollhättan,outgoing,Mobile recharge,0.0
ed4a8d1c-3643-4f31-8e49-86b4b9b7a618,2025-05-09 02:20:00,4344.31,SEK,GB41YDVY22761332320423,SE8902TDNJ81183782154357,Sweden,Nyköping,Sweden,,outgoing,Online purchase,0.0
e91d81d5-b415-4a94-ae17-5bafba009321,2025-04-15 19:49:00,3014.77,SEK,SE8902NDNE36671961231780,GB98UOPR81473764033622,Sweden,Falun,Denmark,,outgoing,Mobile recharge,0.0
1abbb1c7-de53-4773-b9ff-7318ce816b3d,2025-02-10 15:10:00,48178.63,SEK,SE8902YREH60256445948405,GB80IFQU55154867031866,Sweden,,Sweden,Trollhättan,incoming,Mobile recharge,0.0
918db88e-9381-4354-8409-5c4c79d9d47c,2025-01-23 11:29:00,26819.94,SEK,GB26ZJSO07742957686533,SE8902MPBO87772633723937,Sweden,Kalmar,,Piteå,incoming,Freelance project payment,0.0
434f4511-08a9-4520-b15d-bcba06525950,2025-04-26 00:01:00,2525.99,SEK,GB82ZETV58750421965004,SE8902FXEO42999261877496,Sweden,Luleå,,Östersund,incoming,Salary payment,0.0
f40fc130-f47c-49b6-bc21-05f87a3a52c3,2024-03-06 03:49:00,6827.73,SEK,SE8902PVRO74801343887399,GB43TRST01061164830851,Sweden,Östersund,,Luleå,outgoing,Subscription fee,0.0
9ecf605a-1b9f-427f-ba30-711df9045353,2025-03-01 00:08:00,29044.43,SEK,SE8902WSHS28438837480311,GB98ZBSU29075419216365,,Varberg,Poland,Łódź,incoming,Gift to family member,0.0
b70afb80-79b1-4f4b-bb01-96dea8c993b5,2025-03-19 02:01:00,10930.75,SEK,SE8902YHPG83168569237782,GB37DMUX32006670787078,Sweden,Kalmar,Cambodia,,incoming,Consulting fee,0.0
39d80a07-5327-44bf-b362-a4bbbd4676ab,2025-03-21 22:29:00,36190.42,USD,GB84ZNHO98310485272003,SE8902VXBW13958908779060,British Virgin Islands,,Sweden,Trollhättan,outgoing,Freelance project payment,372507.99
c195675a-671f-4376-b87d-138ef1d7d3c6,2025-01-06 01:56:00,43006.42,SEK,SE8902ERJA13877835143324,GB02XWLD83634533176431,Sweden,,Sweden,Malmö,outgoing,Rent transfer,0.0
fa33660f-9fa4-42e6-931b-79cc91c314f2,2025-03-14 13:15:00,14811.55,SEK,SE8902QZNU18414720978758,GB94NUID52321651842244,Sweden,Malmö,,North Jose,outgoing,Consulting fee,0.0
f454cb9b-97c7-4b0d-a151-670d2e78fac0,2025-05-12 01:08:00,38370.47,SEK,SE8902YREH60256445948405,GB14SBXP90934990806020,Sweden,,Poland,Żywiec,incoming,Payment for invoice #5972,0.0
48196c95-5ccf-43cf-8dde-8af418cc153c,2025-04-22 04:30:00,22225.76,USD,GB54PIRR12623824699861,SE8902FMGF16921362391617,,Coxville,Sweden,Karlstad,outgoing,Consulting fee,228769.75
f0e3a574-30c8-4bb6-9b65-45b59a93c1e6,2025-03-12 00:24:00,9461.7,SEK,SE8902KFZW27637456654899,GB46ZJTY62007066301295,Sweden,,Finland,Hartola,incoming,Rent transfer,0.0
837b6a3a-e520-4475-8b77-69aa85657943,2025-04-24 20:32:00,34125.34,EUR,GB49MEFU94064748002888,SE8902EHTP72915274751435,Germany,Artern,,Halmstad,incoming,Freelance project payment,396140.6
5e704963-34b8-462d-929a-e614c226e9ed,2025-04-26 17:02:00,8863.5,SEK,SE8902VSPR33562992730471,GB32TIJM74763344813496,Sweden,Västerås,Sweden,,incoming,Salary payment,0.0
7b765e40-bee3-4914-8c3f-e46367212e82,2025-02-09 06:00:00,13360.5,SEK,SE8902VEMX25234923276716,GB06QLBJ50866198295903,Sweden,Umeå,Sweden,,incoming,Tax refund,0.0
0622cb5d-39ee-4005-875e-468e0dc60b80,2025-01-08 16:17:00,2526.49,USD,GB18KGLW78596117205124,SE8902ZJEO82962448424927,,New Mativille,Sweden,Malmö,incoming,Consulting fee,26005.16
0a7e8e10-025d-4caa-870a-df5428cd8cfd,2025-03-07 01:35:00,29173.32,SEK,SE8902BADP38378986803145,GB18OHBG90153450755270,Sweden,Karlskoga,Sweden,,incoming,Tax refund,0.0
e1c60d43-034e-48a8-bba0-833b24d81e9d,2025-04-08 01:50:00,12556.63,SEK,GB66JWKJ73273047353649,SE8902XMSF03346539893576,Sweden,Uppsala,Sweden,,incoming,Rent transfer,0.0
8581ddef-37f8-4b1f-821a-47289069bd4c,2025-01-24 07:46:00,28915.54,SEK,GB15AZCL89598497480630,SE8902ZMRY06748088512775,,Karlstad,Sweden,Piteå,incoming,Loan repayment,0.0
ea62996a-5699-4a78-bee0-8c33d73f3313,2025-03-13 05:13:00,8290.29,SEK,SE8902ZNHI21783939608864,GB22HSIP94728882104709,Sweden,Växjö,,Ostrowiec Świętokrzyski,incoming,Reimbursement for travel,0.0
cb94a6c7-3205-4e10-ac59-1b3329222dad,2025-03-31 04:20:00,8099.22,SEK,GB93WNOK55229762640967,SE8902ZVTV98812993474647,Sweden,,Sweden,Karlskoga,incoming,Rent transfer,0.0
3b595c6e-78e1-4684-9559-2b1fb5e2dd56,2025-05-05 20:23:00,35468.05,SEK,GB69RQTI26057622445082,SE8902XBWW91028579125870,Sweden,,Sweden,Lidingö,outgoing,Freelance project payment,0.0
3dfaad95-853a-4452-b241-f7e5a46721bf,2025-04-28 19:13:00,29336.37,SEK,SE8902ZQQX91042131747326,GB72YZSY58572018409573,Sweden,,Sweden,Stockholm,incoming,Subscription fee,0.0
2d492252-f1ca-439e-907a-c86a01103aef,2025-02-18 00:04:00,20186.01,USD,GB54CZGY48138896824583,SE8902MJJU05220306140238,Malaysia,Lake Bridget,,Örebro,incoming,Online purchase,207774.6
fd608d65-79a2-41ee-bb87-450a6598dfd9,2025-03-06 07:56:00,12122.4,SEK,GB88WAAM17615799732506,SE8902FEIJ60109004189441,Sweden,,Sweden,Skellefteå,incoming,Tax refund,0.0
0e5dde06-7959-4673-92b0-a85c1dc64637,2025-04-04 06:52:00,4689.14,SEK,GB03XRGO24094468917062,SE8902DQYM36490908630376,Sweden,Karlstad,Sweden,,outgoing,Loan repayment,0.0
0284911c-e078-4e6e-9e23-cd22a68b78d9,2025-03-31 04:39:00,24425.98,SEK,SE8902BRZE40142159892187,GB31EKNZ87079195605286,Sweden,,Sweden,Örebro,incoming,Salary payment,0.0
b129c0f8-0479-41b7-9fc7-60ea9bdf0727,2025-03-02 02:02:00,9097.48,USD,GB38UWEB15300634386063,SE8902FZYK87978190387699,Belarus,Lambside,Sweden,,outgoing,Insurance payout,93640.36
3299360e-0b76-4c6b-b6a5-9e6f9cc072b0,2022-06-29 14:54:00,20967.95,SEK,GB83QQMO38572239680914,SE8902YCMC97452355623638,Sweden,Uddevalla,,Gävle,incoming,,0.0
100399b5-876b-4eb1-924c-7d4528faf0e2,2025-05-15 02:40:00,10155.39,SEK,GB24URHL62870479977368,SE8902YULJ56180665771621,Sweden,Trollhättan,Sweden,,outgoing,Reimbursement for travel,0.0
29d9d4ba-968b-4f9b-a541-d41f4ac462a9,2025-03-25 06:43:00,2897.82,SEK,SE8902TEZZ10595111121627,GB97DIQW41717225540664,Sweden,Malmö,Sweden,,outgoing,Utility bill,0.0
492d0f62-ded3-41a3-a597-62b6700fcbc2,2025-01-06 16:40:00,37509.62,SEK,SE8902XJXO24323243710044,GB12FWYT68794200237248,Sweden,Piteå,,Nilsen,incoming,Tax refund,0.0
1dfbed4b-4471-46f1-99f9-166009919322,2025-03-16 04:41:00,13661.66,SEK,SE8902FMGF16921362391617,GB65CVAW62222411498653,Sweden,,Sweden,Lidköping,outgoing,Mobile recharge,0.0
ac26bb23-9a07-452f-8c8f-4e2c97e85001,2025-05-09 22:25:00,43944.58,SEK,SE8902VWKO20169767635100,GB23TJMZ32073602453182,Sweden,,Sweden,Sandviken,incoming,Rent transfer,0.0
e5f0eb86-f4c9-4464-8351-6b7a1aa05fee,2025-04-12 21:27:00,16906.62,SEK,GB68QIJH80064485536947,SE8902OARH91598307982968,Sweden,Landskrona,Sweden,,incoming,Insurance payout,0.0
83fa303b-d599-490f-b69c-c31baf0bb76d,2025-01-08 06:29:00,38821.2,SEK,SE8902WABA80671991745830,GB91DPRZ21992690623977,Sweden,Norrköping,,Södertälje,incoming,Rent transfer,0.0
db08ef37-60b8-4153-8958-5efaa6f796bc,2025-03-18 11:29:00,43584.12,SEK,SE8902LNQG72751750679403,GB60JEWT58681402138348,,Piteå,Norway,Vegardfoss,outgoing,,0.0
7372c5da-a96c-417f-842e-58383634fba5,2025-01-27 22:01:00,42311.68,SEK,GB33WEAY40428217772341,SE8902KOWL19108099243979,Sweden,Varberg,,Skellefteå,outgoing,Rent transfer,0.0
094d2573-7282-435e-8d53-c2df5da9173f,2025-03-25 18:55:00,43458.81,SEK,GB08PBIC58505637049341,SE8902FKMU98532754573323,,Sundsvall,Sweden,Malmö,incoming,Utility bill,0.0
2247f716-8961-4423-89b4-18eb6f395f23,2025-02-28 19:35:00,30840.38,SEK,SE8902BADO65968898453667,GB58WZJY21073744115057,Sweden,Skövde,Sweden,,outgoing,Payment for invoice #1609,0.0
cc42ee12-29c7-4b35-97a2-f409603007e4,2025-05-03 06:59:00,38616.57,SEK,SE8902ZJBK03539793529686,GB74GWVX99427049734486,,Uppsala,Western Sahara,Beckerton,incoming,Tax refund,0.0
8bf692d9-ed1d-4566-b992-86a12c8d1d1e,2025-01-26 01:46:00,10574.67,SEK,SE8902TARS73293766587552,GB82KPRC15051374230725,Sweden,Piteå,,Lemgo,outgoing,Salary payment,0.0
0ae3daf8-e335-40c5-9b71-fb719d605a83,2025-04-04 03:07:00,23491.79,SEK,SE8902SJVO55654185313291,GB32HVXL78550971833844,Sweden,Landskrona,Germany,,outgoing,,0.0
c4264edc-c4f4-48db-86a1-0528853d4c6d,2025-04-03 23:04:00,7565.56,SEK,SE8902WQDQ90710651633977,GB03APCK12082611644829,Sweden,Motala,Finland,,incoming,Loan repayment,0.0
b6f2f72f-8a48-4fc6-af58-4b12f2943a91,2025-03-25 05:12:00,21725.81,SEK,SE8902XFGN05965642065136,GB34GRPQ69145986586480,Sweden,,Sweden,Växjö,outgoing,Reimbursement for travel,0.0
14b4690c-2a76-4833-9743-6085fdf3aa9d,2025-04-26 16:42:00,33381.89,SEK,SE8902DIGS61927513105237,GB15MGNR99647924550267,Sweden,,Sweden,Göteborg,incoming,Rent transfer,0.0
13bfd2be-f0a1-4a98-8173-ca052a4f4117,2025-03-29 12:15:00,35285.7,SEK,GB03JREZ25541430293758,SE8902ZMRY06748088512775,,Nyköping,Sweden,Linköping,incoming,,0.0
bc575d2c-5f5d-4aaf-8b1d-6f09cbb0cac4,2025-01-07 14:01:00,34766.21,USD,GB08MAFH13992056658654,SE8902ZTNG40351896769345,Bermuda,Sydneyfort,,Eskilstuna,outgoing,Subscription fee,357848.6
834d7385-328f-46d4-a1f1-4d79aabd45e3,2025-01-21 11:12:00,3172.42,USD,GB14XCGH54545254141796,SE8902AXSS75904959058026,,North Toddview,Sweden,Borlänge,outgoing,Payment for invoice #3225,32653.72
f3e24503-070c-49f0-943e-c120719dc8f1,2025-02-24 16:20:00,6561.32,SEK,SE8902IMDH11855815032434,GB37IGZR66821714152541,Sweden,,China,淮安县,outgoing,Online purchase,0.0
320f7829-e4ac-4d91-8955-cd614b61d8a7,2025-01-23 19:05:00,46226.53,USD,GB61WQUK52242545674989,SE8902MJJU05220306140238,,Mendezland,Sweden,Örebro,incoming,Salary payment,475809.67
5c010f3a-d101-4d08-8161-215979081810,2025-01-30 08:33:00,28340.71,USD,GB45QJGU29828469235191,SE8902QLQD50953604363689,,Lake Deborahstad,Sweden,Umeå,incoming,Consulting fee,291710.93
0e62cca6-89e5-4d2b-9a4b-1456cbf6d7db,2025-04-28 18:52:00,40227.15,SEK,SE8902BWKM27720380863718,GB78CFPS90304476688152,Sweden,Uddevalla,Denmark,,outgoing,Subscription fee,0.0
3ab77d9c-3f59-4197-854f-4b78441d9476,2025-03-11 04:02:00,26391.09,SEK,SE8902BXJC93392072105707,GB25MJMS97291053180672,Sweden,Alingsås,France,,incoming,Online purchase,0.0
6adeb72c-a499-41de-abfb-c7ec2786206a,2025-03-08 18:58:00,12981.87,SEK,SE8902ZTNG40351896769345,GB23TMNC64041863170936,,Karlstad,Mozambique,New Courtney,incoming,Tax refund,0.0
9f9de6d5-ce0a-46ad-b0fd-eb8911b4dd1a,2025-03-12 23:32:00,40004.1,SEK,GB29XCML57268754485619,SE8902LYRU49405628277247,Sweden,,Sweden,Kalmar,incoming,Salary payment,0.0
7ee13e68-3f08-4783-abd4-3119ff491370,2025-03-07 03:59:00,22052.5,SEK,SE8902WZEL99650586037049,GB06RDNN33604841591690,Sweden,,Tonga,Anthonyside,incoming,Gift to family member,0.0
fbc8c650-dfa6-4feb-8bcb-4fde3a5150e2,2025-04-12 06:13:00,43070.15,USD,GB18UQMT46397882774476,SE8902OBNT50973876422839,Monaco,South Caroline,Sweden,,outgoing,Mobile recharge,443321.05
ce7defc7-e196-404b-9b23-3d3912161f1f,2025-03-24 06:14:00,30538.73,USD,GB26CCGT72098615311443,SE8902LUGA16653984392162,Oman,,Sweden,Ängelholm,outgoing,Gift to family member,314335.15
384a706e-60df-4795-8591-901e0edb57d9,2025-03-23 04:11:00,44708.14,USD,GB93FEUD65150483469009,SE8902TRFM79815586179217,Martinique,East Joetown,Sweden,,incoming,,460180.89
cd77683f-d42f-4cdd-bde9-bdfa0821dc51,2025-03-12 03:39:00,9947.51,USD,GB47XWNI21828081848972,SE8902PMAG08583189181534,Nauru,,Sweden,Piteå,incoming,Payment for invoice #8754,102389.72
7143a3ad-6cd4-41b7-aa7c-634f25d9ff06,2025-04-02 02:55:00,45643.19,SEK,GB05ZPDZ73075404531398,SE8902EUXF81891691396825,,Helsingborg,Sweden,Malmö,incoming,Insurance payout,0.0
