transaction_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,sender_municipality,receiver_country,receiver_municipality,transaction_type,notes,amount_sek,hour,date,sender_pnr,receiver_pnr,currency_risk
c16a4874-e2ae-4112-b4f0-d0d295967080,2025-05-27 02:43:00,38767.0,ZAR,GB85YYZH71221553835183,SE8902QLQD50953604363689,South Africa,Lake Jonathanchester,Sweden,Sundsvall,outgoing,Online purchase,22453.85,2,2025-05-27,,940921-4039,High
eb4ba13a-f037-4d4e-998f-d6b4275ccc34,2026-02-01 10:23:00,4845.54,ZMW,GB83LOML63319697735966,SE8902CEKC27544305100945,Zambia,New Stuart,Sweden,Sundsvall,outgoing,Loan repayment,1736.64,10,2026-02-01,,690226-7522,High
3c551fa4-e986-4d5f-b423-b88be5e01e3f,2025-01-01 19:01:00,31592.91,ZAR,GB51ZETK14532100217057,SE8902YBWC04395871663306,South Africa,West Barbara,Sweden,Södertälje,outgoing,Mobile recharge,18298.61,19,2025-01-01,,010404-6354,High
ff2c5382-53f3-46dc-8f42-748dfee03cb1,2025-04-16 00:00:00,33258.99,ZMW,GB35WYMM51128241164342,SE8902FLMA18768060331290,Zambia,Bibiview,Sweden,Stockholm,incoming,Consulting fee,11920.02,0,2025-04-16,,441119-7330,High
4afa43eb-76b8-43b1-8c2c-230c1b6d7e2f,2025-02-03 09:56:00,43229.4,ZMW,GB42NWSW10190266858227,SE8902HRWG83554443123395,Zambia,Griffithsborough,Sweden,Helsingborg,outgoing,Insurance payout,15493.42,9,2025-02-03,,700610-4371,High
eebf0ac9-e288-4484-ad07-48759bb74955,2025-02-06 13:11:00,41624.65,RMB,GB83ZVGV35092728052386,SE8902OEQF58082660806550,Myanmar,Warrenhaven,Sweden,Alingsås,incoming,,59806.3,13,2025-02-06,,710609-6535,High
51ac007d-b9b4-4441-8d03-683657015948,2025-02-02 17:14:00,47799.68,ZAR,GB35TVQT31070594603268,SE8902ZEJN42200086959831,South Africa,West Benland,Sweden,Luleå,incoming,Tax refund,27685.57,17,2025-02-02,,750620-1875,High
29f95624-b579-4ce8-bcdf-483586a5c313,2025-03-01 15:21:00,8502.92,ZMW,GB40NDIN34173118205892,SE8902HODK85678819977506,Zambia,East Joshuaberg,Sweden,Örnsköldsvik,outgoing,Subscription fee,3047.45,15,2025-03-01,,351123-4134,High
6cced7c9-fa63-4708-8453-4544f611bcab,2025-01-17 21:51:00,39711.08,RMB,GB66YRGV55153086268268,SE8902AUQD67157033620100,China,超市,Sweden,Borlänge,outgoing,Subscription fee,57056.88,21,2025-01-17,,460704-8594,High
15b4ae6b-7e6f-46d3-84ca-590af31a3fc4,2025-04-22 08:51:00,36350.12,RMB,GB52BEKO75622637369830,SE8902EANL33346362686121,China,敏县,Sweden,Karlskoga,outgoing,,52227.85,8,2025-04-22,,751005-1860,High
8a367e99-ce8e-4c82-8171-42fabc170395,2025-01-06 18:33:00,7908.46,RMB,GB42KUFB07594203242990,SE8902WOXH43586674611980,Myanmar,Lake Josephchester,Sweden,Mölndal,outgoing,Tax refund,11362.88,18,2025-01-06,,940521-7903,High
ec07d908-c041-4740-8858-c96c1010eb87,2025-04-25 06:05:00,29425.09,ZMW,GB35HUAH60059363493943,SE8902BCJH45677202414984,Zambia,Stewartview,Sweden,Karlskrona,incoming,Insurance payout,10545.95,6,2025-04-25,,351214-1205,High
49cc18d0-9096-4b5d-a02e-a189372ae0b2,2025-04-29 20:20:00,45683.91,RMB,GB94HWJU14194928172338,SE8902FKXG94756014478535,China,磊市,Sweden,Helsingborg,outgoing,Insurance payout,65638.64,20,2025-04-29,,610503-2723,High
9611c034-f298-4800-8a12-d4366d3d090d,2025-05-06 20:05:00,41803.39,ZMW,GB77STIK49142118619739,SE8902ORRS48118816092087,Zambia,Mosschester,Sweden,Malmö,outgoing,,14982.33,20,2025-05-06,,710429-8620,High
f307a524-099e-4e7e-be2d-cdcf5bd74bf4,2025-02-01 15:29:00,41642.15,RMB,GB64DVUI84355356802035,SE8902JHMA69643058655073,China,天津市,Sweden,Lidingö,incoming,Salary payment,59831.44,15,2025-02-01,,361103-9037,High
beca6eb9-93f7-4d75-9ce3-fc1027b86059,2025-03-24 23:19:00,9172.15,ZAR,GB44NDWZ22951052908425,SE8902JUBX10521679094085,South Africa,West Joanberg,Sweden,Falun,incoming,Rent transfer,5312.51,23,2025-03-24,,050405-2614,High
2fbf845a-7065-4965-8486-a31e5190dcd5,2025-02-12 23:01:00,905.77,RMB,GB30UJRU36761646438149,SE8902QVVH33425126369593,Myanmar,Lake Cameronhaven,Sweden,Växjö,outgoing,Online purchase,1301.41,23,2025-02-12,,670318-0346,High
c1c0ba8e-dec0-482d-b86e-ec6451e52835,2025-02-01 20:54:00,27010.52,RMB,GB88LAWE55824808167310,SE8902YXOS87838017500335,Myanmar,Pritchardview,Sweden,Skövde,incoming,Mobile recharge,38808.72,20,2025-02-01,,940822-3189,High
df9b7776-0e36-41e2-9fa6-ddcb0ef157e8,2025-02-27 14:24:00,28962.44,ZMW,GB26NHZP69575993564837,SE8902QYWM08226326615443,Zambia,West Adam,Sweden,Eskilstuna,outgoing,Loan repayment,10380.14,14,2025-02-27,,810529-0871,High
eaaf34b1-564b-41cf-bdb7-281369ca3f4d,2025-04-07 08:52:00,36737.38,RMB,GB45HBEC02522339208282,SE8902QIQI47434237190569,Myanmar,East Angela,Sweden,Karlskoga,incoming,Subscription fee,52784.27,8,2025-04-07,,980130-3422,High
9f9f0af3-1b87-4ced-a967-1fcd1fb63ff6,2025-04-26 20:29:00,37023.4,RMB,GB85UNIL28542843056536,SE8902YZWC23724318974586,China,重庆市,Sweden,Helsingborg,outgoing,Subscription fee,53195.22,20,2025-04-26,,831029-2936,High
b95a01c3-57e0-4665-9e12-c9064a1237f9,2025-04-26 22:39:00,18028.92,ZMW,GB41TTRY22264138229616,SE8902RMLX84077931088026,Zambia,Hudsonshire,Sweden,Borlänge,outgoing,Gift to family member,6461.56,22,2025-04-26,,420716-3587,High
7391db31-adea-43d2-be17-cdd7cbf659a6,2025-02-26 21:07:00,25122.94,RMB,GB15XYFL08097280994968,SE8902UNRA52610184151556,China,晶市,Sweden,Trelleborg,incoming,Subscription fee,36096.64,21,2025-02-26,,980723-0439,High
61757785-5698-44d7-a2c7-6fe2a0317c57,2025-03-28 19:04:00,17409.5,RMB,GB88DSAY36496824984433,SE8902DMTK02100815459260,Myanmar,Allenstad,Sweden,Örnsköldsvik,incoming,,25013.97,19,2025-03-28,,911111-4402,High
2fd9cd1f-670f-4284-8381-ee532a4bfdc3,2025-02-03 21:30:00,43497.7,RMB,GB14WEET79574180711689,SE8902WWPN36583068524999,China,红梅市,Sweden,Stockholm,incoming,Mobile recharge,62497.5,21,2025-02-03,,921231-2673,High
008ca798-71cc-42a1-85f2-6e090fa68a1c,2025-04-22 02:18:00,2962.47,RMB,GB38AKZJ81372531242666,SE8902AOEI11888157159723,Myanmar,Kathleenborough,Sweden,Lund,outgoing,Gift to family member,4256.48,2,2025-04-22,,910425-0569,High
5977fd10-cb98-4c7b-a057-972aefe556bf,2025-04-15 21:13:00,5779.0,RMB,GB35YJGA31615881341766,SE8902KCJU30225323097413,China,晨市,Sweden,Lidköping,incoming,Insurance payout,8303.27,21,2025-04-15,,600828-3746,High
f04febe7-43ba-425e-9b19-32bef596f3bc,2025-01-11 16:19:00,45158.65,RMB,GB60ZRBK12026424456076,SE8902OZOM23207181936410,China,璐县,Sweden,Alingsås,outgoing,,64883.95,16,2025-01-11,,901208-9356,High
e42da89f-0716-4e7b-b547-7a00969e5576,2025-03-09 10:07:00,6748.24,RMB,GB14OMYP74759399428726,SE8902SUPU22107368286746,Myanmar,South Marie,Sweden,,outgoing,Tax refund,9695.87,10,2025-03-09,,410404-6919,High
3e40759c-5795-4b0e-975f-a7a9f5b97709,2025-03-31 21:39:00,23326.04,ZAR,GB30ALYJ47327690356665,SE8902PLXR29095818137187,South Africa,New Cliveburgh,Sweden,Falun,outgoing,Consulting fee,13510.44,21,2025-03-31,,980130-3422,High
92edca36-5254-4682-9ddc-bf1ffe9227f8,2025-01-24 16:44:00,6598.07,ZAR,GB63QGCP83279048786877,SE8902WMGQ92121042977797,South Africa,Christinefort,Sweden,Karlstad,outgoing,Rent transfer,3821.6,16,2025-01-24,,500128-9916,High
6395a962-384a-4f2a-89db-dabba0954f42,2025-03-15 18:44:00,36788.12,ZAR,GB42QOBR24361961304364,SE8902XIPF48454762305912,South Africa,Jonathanmouth,Sweden,Nyköping,outgoing,Online purchase,21307.68,18,2025-03-15,,550512-0229,High
7c883405-1c28-49cc-be01-2ab31ea319f5,2025-03-04 21:18:00,23295.64,RMB,GB59YKAB81430129897218,SE8902QVLD06706916367921,Myanmar,West Andrea,Sweden,Lidköping,outgoing,Insurance payout,33471.18,21,2025-03-04,,570529-2893,High
f52dd26e-b257-4d34-a1f4-b14a8fef39f9,2025-02-08 00:16:00,31971.41,ZAR,GB84IUIR01228269557373,SE8902NUWT16017828621340,South Africa,South Tonyside,Sweden,Jönköping,incoming,Mobile recharge,18517.84,0,2025-02-08,,521207-7944,High
c937a8bb-0fb4-494f-bc87-fa783db0f1d2,2025-03-26 18:04:00,3838.5,ZAR,GB08HSWT14732222608140,SE8902RYJW27814189025495,South Africa,West Alexandra,Sweden,Eskilstuna,outgoing,Insurance payout,2223.26,18,2025-03-26,,361111-3899,High
82b91574-f2b3-4baa-a1a2-fd9b9760e718,2025-04-23 21:05:00,13221.43,ZAR,GB94RUKZ12266825400521,SE8902JDXF35466571430209,South Africa,Heatherstad,Sweden,Borås,outgoing,Payment for invoice #5287,7657.85,21,2025-04-23,,940925-9703,High
99a78524-94fe-4c1c-b0ea-9bc3e4ef618a,2025-03-08 03:19:00,29647.46,ZAR,GB53YAXZ68049346845451,SE8902BBDN08764843226603,South Africa,Simonton,Sweden,Borlänge,outgoing,Utility bill,17171.81,3,2025-03-08,,810921-9520,High
cb782811-085d-4f86-943c-ccba2dd8a0ef,2025-04-05 01:29:00,3090.03,ZAR,GB65XPAV55718716833022,SE8902JYVV72673862515999,South Africa,West Kathleenland,Sweden,Linköping,outgoing,,1789.75,1,2025-04-05,,860506-6011,High
f540d1f2-6a4f-44a1-a105-9f0221cef41c,2025-05-06 03:36:00,40498.16,RMB,GB15HJIZ25133138396418,SE8902KJYB05100798381483,Myanmar,South Lorraine,Sweden,Örnsköldsvik,outgoing,Tax refund,58187.76,3,2025-05-06,,020829-7697,High
51bf68e3-25ee-495e-8603-b31caa433155,2025-01-09 07:44:00,4023.89,ZAR,GB53WAJH60406225635927,SE8902VULP28317370301184,South Africa,West Dannyview,Sweden,Piteå,incoming,Insurance payout,2330.64,7,2025-01-09,,901124-3400,High
e40f68c7-6b5e-47bb-8814-79195b1b3872,2025-04-29 22:56:00,4811.73,ZAR,GB22KCWU16260678161529,SE8902TVVW07944483518187,South Africa,Christianborough,Sweden,Luleå,incoming,Tax refund,2786.95,22,2025-04-29,,440224-9439,High
136e8122-7b48-4c1a-b781-88ccd16e9421,2025-03-26 12:50:00,21729.89,RMB,GB11EVYM13274523627808,SE8902LIKB41550652178852,China,西宁市,Sweden,Linköping,incoming,Salary payment,31221.51,12,2025-03-26,,611015-7465,High
374e7c42-0995-4702-88ef-8ef58037ac2d,2025-02-11 23:01:00,38391.86,ZMW,GB83GEKZ98553934719625,SE8902YZWZ87858217066053,Zambia,Browntown,Sweden,Norrköping,incoming,Utility bill,13759.64,23,2025-02-11,,660925-8436,High
b90894f1-b5ec-45e0-8f24-ec5966b8bcb9,2025-03-26 17:13:00,43576.55,RMB,GB20DWGF90523318491677,SE8902TZSS77431559302602,Myanmar,Port Emma,Sweden,Östersund,incoming,Consulting fee,62610.79,17,2025-03-26,,810529-0871,High
c4dcea4c-15fc-4f70-a866-c7f9019adc4f,2025-04-23 04:50:00,7282.65,RMB,GB97IWQG10641230940242,SE8902EDII68114485236045,Myanmar,New Conor,Sweden,Eskilstuna,incoming,Insurance payout,10463.71,4,2025-04-23,,400518-2425,High
9603c7fe-656f-4454-a89d-c60e67e5f8d5,2025-01-13 16:57:00,37020.51,RMB,GB88DUYS37651150825146,SE8902XARM90172386742244,Myanmar,Whiteland,Sweden,Gävle,outgoing,Rent transfer,53191.07,16,2025-01-13,,800306-5847,High
3ed25dcb-925b-42ea-9707-3b112f6881ed,2025-04-21 16:09:00,17300.32,ZMW,GB97NFVI11902983955854,SE8902MQZJ06643246897705,Zambia,Sianmouth,Sweden,Luleå,outgoing,Payment for invoice #7320,6200.43,16,2025-04-21,,050623-3907,High
c9c42910-d1b3-4249-8ece-2fb898543e7f,2025-03-21 09:30:00,49007.43,ZAR,GB28UZYW67245867643934,SE8902GFDI02146082509603,South Africa,Victoriachester,Sweden,Helsingborg,incoming,Insurance payout,28385.1,9,2025-03-21,,661223-2626,High
b3639bbe-8eb0-42a6-8ca4-a443eb18d08f,2025-04-17 23:03:00,32960.04,RMB,GB11WJVS49846024209927,SE8902KVOL90407760349687,China,梧州县,Sweden,Gävle,outgoing,Utility bill,47356.99,23,2025-04-17,,770716-1829,High
dbb20e2b-7a77-4a0e-bfd9-4199489d96f1,2025-01-02 19:07:00,23403.44,ZMW,GB57XBXA68625105996765,SE8902KLCO29429723379486,Zambia,Lake Traceyshire,Sweden,Örebro,outgoing,,8387.79,19,2025-01-02,,721012-5659,High
478e3966-27ef-4a2e-8549-01352ee20606,2025-02-09 19:15:00,47018.59,RMB,GB63XPLQ93129298305079,SE8902UTKC76119475507073,China,,Sweden,Södertälje,incoming,Salary payment,67556.31,19,2025-02-09,,500523-1906,High
9469f52c-8bdc-4c5f-aa95-073d54c3a13d,2025-03-21 21:56:00,37154.26,RMB,GB66IYMI85910642356957,SE8902VBBU70773188294633,China,瑞市,Sweden,Kristianstad,incoming,Online purchase,53383.24,21,2025-03-21,,990316-2809,High
0494a7e2-2858-4201-ac46-a4a95f4465ad,2025-04-16 12:28:00,23704.12,ZAR,GB87CYRW59797529318956,SE8902TSIH97788635751412,South Africa,New Leslie,Sweden,Norrköping,outgoing,Mobile recharge,13729.43,12,2025-04-16,,420515-5866,High
7840844f-7cea-4d64-a276-962a6be08b29,2025-03-12 12:17:00,43101.25,ZAR,GB02UYIO53312211419735,SE8902LGDS93932200371895,South Africa,West Rosie,Sweden,Alingsås,outgoing,Reimbursement for travel,24964.24,12,2025-03-12,,841214-1296,High
3dea00cc-c36c-4341-82a1-ffed852b8524,2025-05-16 06:02:00,22347.48,ZAR,GB19VGVC96996851733607,SE8902XBWW91028579125870,South Africa,West Ben,Sweden,Mölndal,outgoing,Consulting fee,12943.66,6,2025-05-16,,421220-9953,High
2f972a95-fbac-4bff-83be-5443dcc3c209,2025-05-01 12:45:00,38968.34,ZMW,GB03DGCV74852203153786,SE8902GYOU97729788286246,Zambia,Carpenterburgh,Sweden,Motala,outgoing,Online purchase,13966.25,12,2025-05-01,,671006-6009,High
87d9b674-f98b-497d-b3c1-b2e7d603cc83,2025-05-12 03:58:00,23400.26,ZAR,GB28SCMA81152689725921,SE8902JFUD24261264737631,South Africa,Port Francesca,Sweden,Varberg,outgoing,Gift to family member,13553.43,3,2025-05-12,,030411-1388,High
2d3b5cbd-08ab-440b-80b4-61c4ee498fc8,2025-03-08 18:13:00,11247.95,ZAR,GB58AXKN00749058085238,SE8902TVFH53282057943154,South Africa,Williamhaven,Sweden,Halmstad,outgoing,Online purchase,6514.81,18,2025-03-08,,950709-3822,High
857e3009-6fdb-4c05-8263-36dcdffcb2cf,2025-01-12 10:32:00,30166.98,ZMW,GB25XHYJ35620105427825,SE8902DZEM65843874009450,Zambia,Lake Callumborough,Sweden,Malmö,outgoing,Loan repayment,10811.85,10,2025-01-12,,511005-5604,High
d38c6e20-f105-4c23-96b1-cdc6bbfffb35,2025-04-12 10:21:00,23391.98,RMB,GB58IYDW57755713895073,SE8902TNEQ21759041931830,Myanmar,Lake Pamela,Sweden,Trollhättan,incoming,Reimbursement for travel,33609.6,10,2025-04-12,,500902-1220,High
759fa639-e25c-4d81-9f26-3f217ddace5c,2025-05-18 21:58:00,4655.57,ZAR,GB86CDJO29864578111015,SE8902EHTP72915274751435,South Africa,West Luke,Sweden,Örnsköldsvik,outgoing,,2696.51,21,2025-05-18,,870818-9462,High
6b1c69d6-7ac7-40fe-abe7-502c47810d11,2025-05-09 01:29:00,10171.61,ZAR,GB37SZHF81003685243349,SE8902AZSP13287899419402,South Africa,Port Olivia,Sweden,Kristianstad,incoming,Tax refund,5891.4,1,2025-05-09,,751005-1860,High
4ad67f37-0a69-4f26-897e-171e5b5a2cb3,2025-05-08 02:06:00,5326.86,ZMW,GB80VITR91070481198077,SE8902GSWE68166162519198,Zambia,New Tonymouth,Sweden,Växjö,incoming,Mobile recharge,1909.15,2,2025-05-08,,880919-9121,High
8dd736eb-375a-46ea-9ea0-6962e06c2e0a,2025-03-25 05:11:00,26385.12,ZAR,GB30DHLN12717592744195,SE8902YREH60256445948405,South Africa,Petermouth,Sweden,Östersund,outgoing,Gift to family member,15282.26,5,2025-03-25,,500226-1625,High
1111a437-207a-4792-82b9-1cf978be3d94,2025-01-23 07:46:00,31320.5,ZAR,GB76VGWL76029483302302,SE8902PEJL40222448009128,South Africa,South Maureen,Sweden,Trollhättan,outgoing,Utility bill,18140.83,7,2025-01-23,,570120-3019,High
4ef051ea-f032-4175-a387-01fcbb0f7c2b,2025-04-20 12:45:00,32486.93,RMB,GB24BDPX58795247276970,SE8902EYGF77551822415743,Myanmar,Deanhaven,Sweden,Jönköping,outgoing,,46677.22,12,2025-04-20,,380518-3252,High
4b52da56-26db-40da-9127-33875f8d4d61,2025-02-25 16:51:00,26205.11,RMB,GB12YNDG72209636416515,SE8902AUQD67157033620100,Myanmar,North Cameronfurt,Sweden,Lidköping,incoming,Tax refund,37651.5,16,2025-02-25,,460704-8594,High
b7f379eb-bff8-481f-9e5f-c94580776f7b,2025-02-07 10:01:00,4693.14,ZMW,GB32KLWH54654024551114,SE8902TONI18274393550042,Zambia,Carlyburgh,Sweden,Motala,outgoing,Payment for invoice #8674,1682.02,10,2025-02-07,,960806-7808,High
46f0c6da-1835-4375-b9e9-ee4b1c58f774,2025-03-09 02:50:00,3992.88,RMB,GB05MLDW57153849705623,SE8902CHSI75448480838708,Myanmar,Clarkeview,Sweden,Sandviken,incoming,Mobile recharge,5736.97,2,2025-03-09,,981215-7254,High
c003744e-1130-4850-a6d8-ef7e9593bb03,2025-05-16 11:20:00,15410.11,ZMW,GB38FXAS74451080637245,SE8902YFUG89397049014204,Zambia,Tombury,Sweden,Lund,incoming,Freelance project payment,5522.98,11,2025-05-16,,041020-5371,High
85461ecd-5fef-4877-aee0-af1430e0054b,2025-03-23 06:05:00,28987.83,ZAR,GB42ZZAN83501708114428,SE8902RXQC04091454093931,South Africa,Port Elizabeth,Sweden,Varberg,incoming,Online purchase,16789.75,6,2025-03-23,,780805-2190,High
cb5f5d42-4d80-4efc-a0ae-a58f41159db4,2025-02-15 04:15:00,35151.86,RMB,GB28CEPC40219395705423,SE8902ABDS01701364961907,Myanmar,Bennettfort,Sweden,Alingsås,outgoing,Rent transfer,50506.19,4,2025-02-15,,470720-1630,High
856fa133-b324-4403-8c2c-772dcaf1ba09,2025-03-27 01:20:00,37003.38,ZMW,GB95FREW31262465744957,SE8902CRKA97370313824795,Zambia,Brendafort,Sweden,Nyköping,outgoing,Salary payment,13262.01,1,2025-03-27,,550718-8943,High
ff4677e3-c5ea-4a1f-8f6f-e275b8d99e9c,2025-03-02 22:02:00,24063.25,RMB,GB95YFDV55808433095159,SE8902VEMX25234923276716,China,合山市,Sweden,Lidköping,incoming,Utility bill,34574.08,22,2025-03-02,,710824-0206,High
784ac777-4192-45f4-8e2e-412565c2eee8,2025-03-21 10:28:00,15548.85,ZAR,GB34IBGG74929120767391,SE8902QZNU18414720978758,South Africa,Matthewville,Sweden,Skövde,incoming,Rent transfer,9005.89,10,2025-03-21,,420409-4124,High
dba1547d-4281-4205-b130-646659cd046d,2025-03-20 15:01:00,12265.06,RMB,GB17TJNX24638267731562,SE8902TTXT03943566438167,China,娟市,Sweden,Kristianstad,incoming,Loan repayment,17622.44,15,2025-03-20,,420430-8151,High
c5b66410-64ff-4a0e-a2e5-5ac750f142af,2025-03-09 16:23:00,6478.48,RMB,GB53QTFB86103629202557,SE8902IOJE14304978072957,Myanmar,North Jacquelineburgh,Sweden,Göteborg,incoming,Rent transfer,9308.28,16,2025-03-09,,870926-1112,High
2926b7d6-d608-4927-8ef3-173181b64a23,2025-02-20 15:24:00,40760.65,RMB,GB91KJQZ01546376187954,SE8902HRZI51889347255465,Myanmar,Brownfurt,Sweden,Stockholm,outgoing,Freelance project payment,58564.9,15,2025-02-20,,970320-1955,High
5a659b0e-89b7-42ad-afce-ca842443dc99,2025-03-31 08:16:00,47150.7,RMB,GB47CJPK48353232147362,SE8902HEMI79004079416247,China,林县,Sweden,Västerås,incoming,Freelance project payment,67746.13,8,2025-03-31,,810417-8192,High
b3158bfb-a421-49ce-a7ce-4db9cba7234a,2025-02-03 08:22:00,30038.94,ZMW,GB96KEHM71526375055716,SE8902OYAH39744900512609,Zambia,West Carole,Sweden,Linköping,outgoing,Subscription fee,10765.96,8,2025-02-03,,050623-3907,High
e5963c0b-ee6a-4056-896d-2d9438647b82,2025-03-11 20:36:00,28574.52,ZMW,GB84BCIZ92873092478288,SE8902DSLW17149818922650,Zambia,Lake Keith,,Lidingö,incoming,Reimbursement for travel,10241.11,20,2025-03-11,,951215-6036,High
2c1382a3-38f6-47ee-b4a8-05fb4460dad6,2025-03-20 21:37:00,32461.46,RMB,GB66SWMP35637747207259,SE8902PEZC68306534625963,Myanmar,Cliffordton,Sweden,Nyköping,outgoing,Online purchase,46640.63,21,2025-03-20,,460327-4996,High
b9044861-0954-4647-af6f-19c76c44d215,2025-04-22 04:17:00,970.99,RMB,GB94ESIU59535402886962,SE8902IFOG47846578093385,China,合肥市,Sweden,Borås,outgoing,Freelance project payment,1395.12,4,2025-04-22,,851027-1458,High
043bc1c2-b4e3-4ab9-9a89-331a2d12612e,2025-02-25 11:15:00,11301.91,ZMW,GB45LWAL79196237634241,SE8902KFFK50136015318581,,New Gordonborough,Sweden,Sandviken,incoming,Loan repayment,4050.6,11,2025-02-25,,940210-9509,High
68a4fc34-104f-4436-a3ba-3d4a28d74061,2025-04-30 16:59:00,31862.42,ZAR,GB68DLCE39035966332234,SE8902TJBO76009734317061,South Africa,Shaunport,Sweden,Linköping,incoming,Loan repayment,18454.71,16,2025-04-30,,661104-6993,High
d24bb72e-c022-4de1-94c5-8d3d6d363f18,2025-01-18 08:37:00,37614.24,RMB,GB39WBWL70592269313265,SE8902GDTV65148682209789,Myanmar,New Bradley,Sweden,Eskilstuna,outgoing,Salary payment,54044.14,8,2025-01-18,,570924-4312,High
0f1a681e-a207-44fe-9ce6-d6f580bf562e,2025-03-30 02:42:00,48378.86,ZAR,GB45XGSK06512690536704,SE8902KLES25420753966546,South Africa,South Suzannestad,Sweden,Gävle,incoming,,28021.04,2,2025-03-30,,700610-4371,High
5239c17b-1b54-4075-9c82-eea31a7e3915,2025-04-29 04:45:00,49104.64,RMB,GB22WQYE41112292734898,SE8902ONYK29813236113604,China,秀梅市,Sweden,Ängelholm,incoming,Rent transfer,70553.55,4,2025-04-29,,741111-0344,High
5e70ca64-1754-4298-9835-752e83cecf54,2025-05-10 16:26:00,1132.69,ZAR,GB98FZCV59495915735118,SE8902RNTE90201112878494,South Africa,North Dorothy,Sweden,Norrköping,incoming,Payment for invoice #7842,656.05,16,2025-05-10,,880919-9121,High
894402cc-8de4-4f13-8587-1320bf113c5c,2025-02-27 15:08:00,49886.68,RMB,GB64BXQE77897814308844,SE8902XPRV76493567899496,China,雷县,Sweden,Lund,incoming,Reimbursement for travel,71677.18,15,2025-02-27,,430822-7596,High
5f903658-082f-4f11-9156-97bcdc3c80f6,2025-01-30 19:52:00,35924.15,RMB,GB21XCYB83908760885150,SE8902UGUU35326815762231,Myanmar,East Natashatown,Sweden,Varberg,outgoing,Salary payment,51615.82,19,2025-01-30,,881124-5011,High
5ff02e1d-ed6f-4336-a749-2c19e3abde12,2025-01-08 13:17:00,45724.19,ZAR,GB60SUSA04403571204960,SE8902LVSQ11356198112962,South Africa,West Cliffordfort,Sweden,Stockholm,incoming,Tax refund,26483.45,13,2025-01-08,,000615-6756,High
3e5278e2-4792-4dc7-8b68-7eb5eb8f1ea2,2025-01-12 05:41:00,39399.73,ZAR,GB11KNIA61567000851271,SE8902XFYN40331665173936,South Africa,Lambborough,Sweden,Alingsås,outgoing,Subscription fee,22820.32,5,2025-01-12,,520519-5133,High
21cf4958-1464-49e7-bbd4-19a235ef611d,2025-03-15 14:24:00,28240.15,ZMW,GB80DRMS61400185665365,SE8902WQDY35666811304216,Zambia,Huntport,Sweden,Göteborg,outgoing,Consulting fee,10121.27,14,2025-03-15,,540522-6134,High
5b568e4a-0f2e-4c4c-a034-5771f456b18c,2025-01-10 06:22:00,2482.15,ZMW,GB36ZPWM78777333948724,SE8902OLYJ75119346245205,Zambia,Owenside,Sweden,Eskilstuna,outgoing,Salary payment,889.6,6,2025-01-10,,440512-1270,High
89bfb51e-b1bc-458d-b648-dd99b8acaf85,2025-01-27 01:10:00,47641.75,ZAR,GB40PBSL68274196038023,SE8902SXSV66139578019742,South Africa,Angelamouth,Sweden,Örnsköldsvik,incoming,Freelance project payment,27594.1,1,2025-01-27,,940314-4687,High
150975e4-f521-4e63-a900-39fe5a39460c,2025-03-01 20:24:00,14209.57,RMB,GB56UHSZ13124706042299,SE8902UXKG57479907330381,China,重庆市,Sweden,Örnsköldsvik,incoming,Loan repayment,20416.31,20,2025-03-01,,861208-3793,High
d5e1c3b0-672b-4e89-adfa-6e069d533092,2025-03-09 17:22:00,43728.09,ZMW,GB03TPLS74097588220528,SE8902GGWE97497502378359,Zambia,South Lesley,Sweden,Örnsköldsvik,outgoing,,15672.15,17,2025-03-09,,850110-2126,High
df730e0d-0f74-410a-961f-02540536905a,2025-03-21 14:45:00,9498.02,RMB,GB60GCKF94450142391052,SE8902TJON16189488376725,China,兴安盟县,,Östersund,outgoing,Tax refund,13646.76,14,2025-03-21,,880721-1449,High
0ff44730-65fa-4025-852a-a5ac1a27fe5e,2025-02-23 16:14:00,35699.75,RMB,GB19LLMN42341401231085,SE8902YJGY22142109131075,China,晨市,Sweden,Södertälje,outgoing,Rent transfer,51293.4,16,2025-02-23,,681002-1789,High
1ab6d88e-cb35-49d8-bcf9-d583d5a5683c,2025-03-21 22:47:00,32317.26,RMB,GB14VIWQ19507653748643,SE8902ORAT65143572227414,Myanmar,Lindastad,Sweden,Piteå,outgoing,Subscription fee,46433.44,22,2025-03-21,,010602-2940,High
5b8218e4-e420-4119-ac14-00688ff74bb5,2025-02-06 15:50:00,31140.38,ZMW,GB74BZJT95741012673101,SE8902REOE84824920257605,Zambia,Kerryside,Sweden,Halmstad,outgoing,Reimbursement for travel,11160.71,15,2025-02-06,,680818-7006,High
c183517e-d78b-430d-b6f9-1ae7a963cb49,2025-03-24 10:13:00,34329.67,ZMW,GB62TCPG69665194070191,SE8902KWAF90270853352878,Zambia,Lake Mollyhaven,Sweden,Eskilstuna,incoming,Mobile recharge,12303.75,10,2025-03-24,,410710-9094,High
cb7bc6e7-ed41-4492-b882-89ce9d6d68d9,2025-03-19 07:38:00,42773.0,RMB,GB27ZCGQ31971507062089,SE8902ZJVA11817265425330,China,柳州县,Sweden,Gävle,incoming,Consulting fee,61456.25,7,2025-03-19,,870510-7632,High
